row_id,이상점수,이벤트 유형,PR 액션,이슈 액션,리뷰 상태,간단 액션,액터 버킷,레포 버킷,조직 버킷,요일(숫자),요일,주말여부(숫자),주말여부,시간(시),시간대,band,suggested_label,label
591837,232.23794555664062,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,383.0,2990.0,383.0,2.0,수,0.0,평일,14.0,오후(12-17),HIGH,1.0,1
3751369,231.87062072753906,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,835.0,2617.0,835.0,2.0,수,0.0,평일,19.0,야간(18-23),HIGH,1.0,1
6170206,229.09091186523438,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,804.0,1402.0,804.0,2.0,수,0.0,평일,22.0,야간(18-23),HIGH,1.0,1
1771645,227.91387939453125,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,835.0,2617.0,835.0,2.0,수,0.0,평일,17.0,오후(12-17),HIGH,1.0,1
6169419,225.1787109375,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,804.0,1402.0,804.0,2.0,수,0.0,평일,22.0,야간(18-23),HIGH,1.0,1
4932884,203.9550323486328,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,861.0,2402.0,861.0,2.0,수,0.0,평일,21.0,야간(18-23),HIGH,1.0,1
7171999,199.7996826171875,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,138.0,4041.0,138.0,1.0,화,0.0,평일,3.0,새벽(0-5),HIGH,1.0,1
5992043,199.55795288085938,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,832.0,1347.0,921.0,1.0,화,0.0,평일,23.0,야간(18-23),HIGH,1.0,1
6584953,192.60186767578125,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,65.0,4074.0,65.0,2.0,수,0.0,평일,4.0,새벽(0-5),HIGH,1.0,1
1981657,191.63014221191406,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,827.0,2626.0,139.0,2.0,수,0.0,평일,16.0,오후(12-17),HIGH,1.0,1
6478389,191.04818725585938,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,662.0,1463.0,646.0,2.0,수,0.0,평일,5.0,새벽(0-5),HIGH,1.0,1
3729771,188.2920684814453,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,644.0,3037.0,644.0,1.0,화,0.0,평일,8.0,오전(6-11),HIGH,1.0,1
1838632,182.96548461914062,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,217.0,2212.0,217.0,0.0,월,0.0,평일,19.0,야간(18-23),HIGH,1.0,1
7494614,182.84959411621094,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,206.0,1927.0,851.0,1.0,화,0.0,평일,4.0,새벽(0-5),HIGH,1.0,1
7392435,173.010498046875,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,600.0,297.0,600.0,1.0,화,0.0,평일,4.0,새벽(0-5),HIGH,1.0,1
5501364,171.85354614257812,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,594.0,62.0,594.0,0.0,월,0.0,평일,23.0,야간(18-23),HIGH,1.0,1
7392011,171.32260131835938,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,600.0,297.0,600.0,1.0,화,0.0,평일,4.0,새벽(0-5),HIGH,1.0,1
6861168,158.6963653564453,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,682.0,2656.0,682.0,2.0,수,0.0,평일,3.0,새벽(0-5),HIGH,1.0,1
1369543,155.49078369140625,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,0.0,0.0,0.0,2.0,수,0.0,평일,9.0,오전(6-11),HIGH,1.0,1
6561571,154.87060546875,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,40.0,2012.0,711.0,2.0,수,0.0,평일,4.0,새벽(0-5),HIGH,1.0,1
1368874,154.4754638671875,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,0.0,0.0,0.0,2.0,수,0.0,평일,9.0,오전(6-11),HIGH,1.0,1
2235144,150.6019744873047,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,877.0,1820.0,1011.0,1.0,화,0.0,평일,17.0,오후(12-17),HIGH,1.0,1
3763844,147.0371551513672,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,656.0,3462.0,656.0,2.0,수,0.0,평일,19.0,야간(18-23),HIGH,1.0,1
1048348,145.87933349609375,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,537.0,1889.0,649.0,1.0,화,0.0,평일,14.0,오후(12-17),HIGH,1.0,1
3747710,145.14556884765625,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,656.0,3462.0,656.0,2.0,수,0.0,평일,19.0,야간(18-23),HIGH,1.0,1
7614310,144.1406707763672,PullRequestEvent,reopened,<EMPTY>,<EMPTY>,<EMPTY>,528.0,2870.0,528.0,1.0,화,0.0,평일,0.0,새벽(0-5),HIGH,1.0,1
6022291,141.32411193847656,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,347.0,3147.0,734.0,0.0,월,0.0,평일,22.0,야간(18-23),HIGH,1.0,1
5914685,140.48057556152344,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,632.0,1462.0,334.0,1.0,화,0.0,평일,23.0,야간(18-23),HIGH,1.0,1
5905698,140.2855987548828,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,632.0,1462.0,334.0,1.0,화,0.0,평일,23.0,야간(18-23),HIGH,1.0,1
7613786,138.20687866210938,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,528.0,2870.0,528.0,1.0,화,0.0,평일,0.0,새벽(0-5),HIGH,1.0,1
6044914,136.1268768310547,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,594.0,62.0,594.0,0.0,월,0.0,평일,22.0,야간(18-23),HIGH,1.0,1
4161270,135.6466827392578,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,261.0,3296.0,261.0,1.0,화,0.0,평일,7.0,오전(6-11),HIGH,1.0,1
6044824,134.83741760253906,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,594.0,62.0,594.0,0.0,월,0.0,평일,22.0,야간(18-23),HIGH,1.0,1
7611248,134.19357299804688,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,528.0,2870.0,528.0,1.0,화,0.0,평일,0.0,새벽(0-5),HIGH,1.0,1
4132717,134.15199279785156,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,261.0,3296.0,261.0,1.0,화,0.0,평일,7.0,오전(6-11),HIGH,1.0,1
5705942,133.4996795654297,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,90.0,2472.0,90.0,2.0,수,0.0,평일,1.0,새벽(0-5),HIGH,1.0,1
3545618,129.98045349121094,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,662.0,1463.0,646.0,2.0,수,0.0,평일,12.0,오후(12-17),HIGH,1.0,1
881335,124.32271575927734,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,489.0,1798.0,489.0,1.0,화,0.0,평일,15.0,오후(12-17),HIGH,1.0,1
4059199,116.46957397460938,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,37.0,127.0,952.0,1.0,화,0.0,평일,7.0,오전(6-11),HIGH,1.0,1
2886907,115.74238586425781,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,1003.0,1238.0,541.0,2.0,수,0.0,평일,13.0,오후(12-17),HIGH,1.0,1
833770,114.83610534667969,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,489.0,1798.0,489.0,1.0,화,0.0,평일,15.0,오후(12-17),HIGH,1.0,1
616351,112.29170227050781,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,189.0,2928.0,189.0,2.0,수,0.0,평일,14.0,오후(12-17),HIGH,1.0,1
3268687,98.66873168945312,PushEvent,<EMPTY>,<EMPTY>,<EMPTY>,<EMPTY>,196.0,530.0,196.0,2.0,수,0.0,평일,11.0,오전(6-11),HIGH,1.0,1
6088674,95.58706665039062,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,378.0,2237.0,186.0,0.0,월,0.0,평일,22.0,야간(18-23),HIGH,1.0,1
6088121,94.33798217773438,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,378.0,2237.0,186.0,0.0,월,0.0,평일,22.0,야간(18-23),HIGH,1.0,1
3578729,91.8042984008789,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,538.0,882.0,429.0,2.0,수,0.0,평일,12.0,오후(12-17),HIGH,1.0,1
2535593,88.73783874511719,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,804.0,3386.0,645.0,1.0,화,0.0,평일,10.0,오전(6-11),HIGH,1.0,1
4882485,88.17261505126953,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,775.0,13.0,177.0,2.0,수,0.0,평일,10.0,오전(6-11),HIGH,1.0,1
2924754,82.13934326171875,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,401.0,1268.0,74.0,2.0,수,0.0,평일,13.0,오후(12-17),HIGH,1.0,1
2559353,81.85955047607422,PushEvent,<EMPTY>,<EMPTY>,<EMPTY>,<EMPTY>,101.0,860.0,101.0,1.0,화,0.0,평일,10.0,오전(6-11),HIGH,1.0,1
248421,81.85689544677734,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,234.0,2069.0,234.0,1.0,화,0.0,평일,12.0,오후(12-17),HIGH,1.0,1
7146045,80.83568572998047,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,159.0,544.0,381.0,1.0,화,0.0,평일,3.0,새벽(0-5),HIGH,1.0,1
7153074,80.54012298583984,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,286.0,544.0,381.0,1.0,화,0.0,평일,3.0,새벽(0-5),HIGH,1.0,1
734266,77.41905212402344,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,529.0,334.0,539.0,2.0,수,0.0,평일,15.0,오후(12-17),HIGH,1.0,1
277716,76.1441879272461,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,234.0,2069.0,234.0,1.0,화,0.0,평일,12.0,오후(12-17),HIGH,1.0,1
60253,76.04851531982422,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,234.0,2069.0,234.0,1.0,화,0.0,평일,13.0,오후(12-17),HIGH,1.0,1
1465936,74.5093765258789,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,10.0,3909.0,10.0,0.0,월,0.0,평일,20.0,야간(18-23),HIGH,1.0,1
4687875,73.01052856445312,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,809.0,1028.0,809.0,2.0,수,0.0,평일,6.0,오전(6-11),HIGH,1.0,1
7595295,72.18997192382812,IssuesEvent,<EMPTY>,closed,<EMPTY>,<EMPTY>,940.0,3022.0,665.0,1.0,화,0.0,평일,0.0,새벽(0-5),HIGH,1.0,1
411320,71.5880355834961,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,660.0,2996.0,660.0,1.0,화,0.0,평일,9.0,오전(6-11),HIGH,1.0,1
4688655,71.15043640136719,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,809.0,1028.0,809.0,2.0,수,0.0,평일,6.0,오전(6-11),HIGH,1.0,1
542045,68.09583282470703,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,680.0,974.0,270.0,2.0,수,0.0,평일,14.0,오후(12-17),HIGH,1.0,1
7607104,64.79418182373047,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,15.0,303.0,738.0,1.0,화,0.0,평일,0.0,새벽(0-5),HIGH,1.0,1
191412,62.9483528137207,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,465.0,2748.0,244.0,1.0,화,0.0,평일,12.0,오후(12-17),HIGH,1.0,1
5217488,62.5077018737793,PullRequestEvent,reopened,<EMPTY>,<EMPTY>,<EMPTY>,498.0,898.0,498.0,1.0,화,0.0,평일,2.0,새벽(0-5),HIGH,1.0,1
4761645,59.50814437866211,PullRequestEvent,reopened,<EMPTY>,<EMPTY>,<EMPTY>,825.0,1966.0,463.0,2.0,수,0.0,평일,10.0,오전(6-11),HIGH,1.0,1
4776609,59.50814437866211,PullRequestEvent,reopened,<EMPTY>,<EMPTY>,<EMPTY>,825.0,1966.0,463.0,2.0,수,0.0,평일,10.0,오전(6-11),HIGH,1.0,1
7367457,55.12964630126953,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,104.0,4065.0,104.0,1.0,화,0.0,평일,4.0,새벽(0-5),HIGH,1.0,1
2651182,51.758323669433594,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,140.0,1859.0,140.0,2.0,수,0.0,평일,8.0,오전(6-11),HIGH,1.0,1
4337865,51.05326843261719,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,119.0,1075.0,119.0,1.0,화,0.0,평일,21.0,야간(18-23),HIGH,1.0,1
4959511,50.00075912475586,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,337.0,2267.0,484.0,2.0,수,0.0,평일,21.0,야간(18-23),HIGH,1.0,1
2013061,49.61167526245117,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,824.0,3376.0,812.0,2.0,수,0.0,평일,16.0,오후(12-17),HIGH,1.0,1
4557174,49.38010025024414,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,904.0,3495.0,904.0,2.0,수,0.0,평일,7.0,오전(6-11),HIGH,1.0,1
4729999,49.28806686401367,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,904.0,3495.0,904.0,2.0,수,0.0,평일,6.0,오전(6-11),HIGH,1.0,1
4982277,48.804771423339844,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,337.0,2267.0,484.0,2.0,수,0.0,평일,21.0,야간(18-23),HIGH,1.0,1
4728951,47.27732467651367,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,824.0,3376.0,812.0,2.0,수,0.0,평일,6.0,오전(6-11),HIGH,1.0,1
7521497,47.16729736328125,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,80.0,3376.0,812.0,1.0,화,0.0,평일,0.0,새벽(0-5),HIGH,1.0,1
5643629,45.85984802246094,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,935.0,1149.0,935.0,2.0,수,0.0,평일,1.0,새벽(0-5),HIGH,1.0,1
287445,45.73850631713867,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,33.0,381.0,33.0,1.0,화,0.0,평일,12.0,오후(12-17),HIGH,1.0,1
5627198,44.76640701293945,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,935.0,1149.0,935.0,2.0,수,0.0,평일,1.0,새벽(0-5),HIGH,1.0,1
3580852,44.10209274291992,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,364.0,116.0,910.0,2.0,수,0.0,평일,12.0,오후(12-17),HIGH,1.0,1
2957693,43.87025833129883,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,910.0,116.0,910.0,2.0,수,0.0,평일,13.0,오후(12-17),HIGH,1.0,1
5854508,43.82106018066406,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,501.0,2951.0,501.0,1.0,화,0.0,평일,5.0,새벽(0-5),HIGH,1.0,1
2594109,43.73760223388672,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,843.0,4057.0,843.0,2.0,수,0.0,평일,8.0,오전(6-11),HIGH,1.0,1
3977874,42.877479553222656,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,322.0,2860.0,168.0,0.0,월,0.0,평일,21.0,야간(18-23),HIGH,1.0,1
5853214,42.81464767456055,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,501.0,2951.0,501.0,1.0,화,0.0,평일,5.0,새벽(0-5),HIGH,1.0,1
1054576,42.335296630859375,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,603.0,2235.0,603.0,1.0,화,0.0,평일,14.0,오후(12-17),HIGH,1.0,1
1051943,42.323612213134766,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,603.0,2235.0,603.0,1.0,화,0.0,평일,14.0,오후(12-17),HIGH,1.0,1
5760681,42.189212799072266,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,964.0,3687.0,371.0,1.0,화,0.0,평일,5.0,새벽(0-5),HIGH,1.0,1
5453301,41.936519622802734,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,26.0,2927.0,26.0,1.0,화,0.0,평일,22.0,야간(18-23),HIGH,1.0,1
4906381,41.872886657714844,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,194.0,4002.0,194.0,2.0,수,0.0,평일,21.0,야간(18-23),HIGH,1.0,1
2513342,41.759727478027344,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,563.0,1554.0,563.0,1.0,화,0.0,평일,10.0,오전(6-11),HIGH,1.0,1
2860176,41.14052200317383,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,78.0,0.0,78.0,2.0,수,0.0,평일,13.0,오후(12-17),HIGH,1.0,1
3778050,40.758785247802734,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,175.0,211.0,175.0,2.0,수,0.0,평일,19.0,야간(18-23),HIGH,1.0,1
4037109,40.579898834228516,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,644.0,1334.0,644.0,1.0,화,0.0,평일,7.0,오전(6-11),HIGH,1.0,1
4904137,39.921478271484375,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,194.0,105.0,194.0,2.0,수,0.0,평일,21.0,야간(18-23),HIGH,1.0,1
2859902,39.824161529541016,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,78.0,0.0,78.0,2.0,수,0.0,평일,13.0,오후(12-17),HIGH,1.0,1
4999536,39.68901062011719,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,195.0,11.0,195.0,2.0,수,0.0,평일,21.0,야간(18-23),HIGH,1.0,1
2513083,37.36912536621094,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,563.0,1554.0,563.0,1.0,화,0.0,평일,10.0,오전(6-11),HIGH,1.0,1
7594867,37.297142028808594,IssuesEvent,<EMPTY>,closed,<EMPTY>,<EMPTY>,940.0,3022.0,665.0,1.0,화,0.0,평일,0.0,새벽(0-5),HIGH,1.0,1
6580896,35.065025329589844,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,653.0,2850.0,653.0,2.0,수,0.0,평일,4.0,새벽(0-5),HIGH,1.0,1
6941944,35.056724548339844,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,653.0,2850.0,653.0,2.0,수,0.0,평일,3.0,새벽(0-5),HIGH,1.0,1
249623,35.047672271728516,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,386.0,11.0,9.0,1.0,화,0.0,평일,12.0,오후(12-17),HIGH,1.0,1
4820184,34.18685531616211,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,712.0,3773.0,217.0,2.0,수,0.0,평일,10.0,오전(6-11),HIGH,1.0,1
6579131,33.33738327026367,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,653.0,2850.0,653.0,2.0,수,0.0,평일,4.0,새벽(0-5),HIGH,1.0,1
366063,31.70138931274414,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,71.0,3019.0,71.0,1.0,화,0.0,평일,9.0,오전(6-11),HIGH,1.0,1
7074799,31.554861068725586,PullRequestEvent,opened,<EMPTY>,<EMPTY>,<EMPTY>,224.0,1559.0,224.0,2.0,수,0.0,평일,23.0,야간(18-23),HIGH,1.0,1
4673712,31.362985610961914,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,193.0,2163.0,505.0,2.0,수,0.0,평일,6.0,오전(6-11),HIGH,1.0,1
4535133,29.786497116088867,PullRequestEvent,closed,<EMPTY>,<EMPTY>,<EMPTY>,650.0,318.0,650.0,2.0,수,0.0,평일,7.0,오전(6-11),HIGH,1.0,1
